Marital_Status,Kidhome,Teenhome,Education_Level,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,AcceptedCmpOverall
Married,1,1,PhD,68474,6,0,29,42,45,51,0,1
Married,1,2,Basic,44944,16,0,21,25,41,44,0,0
Single,0,0,Master,77974,31,152,13,68,24,28,14,1
Married,0,2,Graduation,79431,4,0,14,69,89,67,0,1
Single,0,0,Graduation,82061,28,181,17,84,28,23,17,1
Single,0,0,Graduation,78923,52,149,14,80,16,18,13,1
Married,1,2,Graduation,77463,39,0,22,25,77,77,0,0
Single,0,0,Graduation,72758,17,164,13,66,30,21,17,1
Single,1,0,Graduation,51759,64,59,23,27,23,27,10,1
Married,0,1,Graduation,83338,49,86,19,78,49,36,9,1
Married,0,2,Basic,58367,65,0,7,64,72,55,0,0
Together,0,2,Graduation,78760,48,0,11,73,95,48,0,1
Married,2,2,Graduation,79280,50,0,45,0,85,107,0,1
Single,0,0,Master,62899,49,133,15,62,18,18,12,1
Single,1,0,Graduation,46493,28,35,13,20,16,23,3,0
Widow,0,0,Master,77495,46,153,17,65,44,23,10,1
Married,0,2,Graduation,75769,0,0,16,73,83,56,0,1
Married,1,1,Basic,47759,32,0,22,24,42,47,0,0
Single,0,0,Graduation,60707,43,125,12,52,15,20,12,1
Married,0,0,Master,96315,54,201,25,100,29,24,24,1
Single,0,0,Graduation,80623,45,151,16,79,27,16,15,1
Married,1,2,Master,87172,19,0,40,38,91,85,0,1
Together,2,1,Graduation,86449,5,0,46,0,61,70,0,1
Widow,0,0,2n Cycle,54019,33,94,11,46,19,9,10,1
Married,0,2,Master,99463,26,0,16,85,99,67,0,1
Married,0,0,Graduation,52602,34,120,11,60,26,13,14,0
Together,1,1,Graduation,66150,0,0,22,30,31,40,0,1
Married,0,2,Graduation,60806,33,0,5,57,63,46,0,0
Single,0,0,Graduation,74083,35,136,18,71,16,17,13,1
Married,0,0,Graduation,49511,37,100,7,66,18,9,8,1
Single,0,0,Basic,23527,50,61,4,24,12,6,6,0
Married,0,2,PhD,80183,25,0,12,76,91,71,0,1
Married,0,2,Master,69121,49,0,11,74,77,61,0,0
Married,0,1,Graduation,64435,27,65,15,58,45,37,10,1
Single,0,0,Graduation,52875,32,116,6,48,18,18,9,0
Single,0,0,2n Cycle,68309,31,123,14,79,16,13,18,0
Married,1,2,Master,78729,29,0,33,38,73,83,0,1
Together,0,1,Graduation,89236,38,96,22,73,58,46,8,1
Married,2,0,Graduation,76463,23,0,38,0,29,56,0,0
Single,0,0,Graduation,76233,42,147,22,70,39,21,12,1
Together,0,2,Graduation,74697,38,0,14,81,60,73,0,0
Together,0,0,Master,59526,53,119,9,59,17,17,17,0
Single,0,0,Graduation,55187,42,117,10,64,26,7,10,1
Single,0,0,Master,84912,29,190,12,81,33,28,17,1
Married,0,1,Graduation,46358,28,45,6,53,32,31,6,0
Together,1,2,Graduation,73299,31,0,33,45,79,58,0,0
Widow,0,0,2n Cycle,70326,53,124,9,85,23,21,10,0
Together,1,1,Graduation,54826,36,0,23,21,30,46,0,1
Married,0,1,Graduation,69005,32,65,16,64,45,42,5,1
Married,2,1,Graduation,97305,16,0,64,0,57,91,0,1
Single,0,0,Graduation,37143,58,64,7,38,14,14,9,0
Single,1,0,Master,51719,21,55,21,30,22,27,4,0
Married,0,0,2n Cycle,38929,38,65,7,45,18,5,8,1
Married,0,1,Graduation,66429,59,57,14,69,40,35,9,0
Married,0,2,PhD,80630,49,0,16,72,77,56,0,1
Married,0,1,Graduation,75408,40,70,17,86,52,35,8,1
Single,0,0,Master,62807,36,142,15,68,25,14,8,0
Married,2,2,Master,86764,17,0,49,0,99,116,0,1
Single,1,0,Graduation,51184,41,47,12,29,17,29,3,0
Married,2,1,Graduation,104461,56,0,69,0,76,111,0,1
Married,0,0,Master,89224,56,152,20,82,28,27,12,1
Married,0,2,Master,87735,44,0,15,78,89,65,0,1
Widow,0,0,2n Cycle,82397,39,155,22,87,21,22,20,1
Single,0,0,Graduation,47310,37,92,7,48,19,14,5,0
Married,1,2,Graduation,69298,25,0,35,39,67,88,0,1
Single,0,0,Master,66947,58,108,15,59,27,17,16,0
Married,0,2,Graduation,65920,57,0,22,67,75,54,0,0
Together,1,0,PhD,77793,24,84,29,36,29,32,4,1
Married,1,2,PhD,102439,0,0,44,62,117,103,0,1
Together,0,1,Master,72119,34,57,10,80,57,39,4,1
Single,0,0,Master,74493,58,160,14,69,18,20,18,0
Together,0,2,Graduation,40666,27,0,11,37,47,27,0,0
Single,0,0,2n Cycle,31775,53,62,7,31,15,5,6,0
Together,1,2,Graduation,51840,12,0,20,23,42,62,0,1
Single,0,0,Graduation,87591,36,169,17,79,32,21,18,0
Single,0,0,Graduation,93128,28,154,12,90,31,17,20,1
Married,0,0,Master,94745,38,195,18,86,28,17,23,1
Together,0,1,Graduation,60084,42,54,10,57,33,28,6,0
Single,0,0,Master,76397,52,141,13,81,29,16,9,0
Single,0,0,Graduation,81932,35,165,19,99,24,25,10,0
Together,1,1,Graduation,93816,13,0,35,33,64,67,0,1
Single,0,0,Graduation,45749,22,99,14,44,17,11,11,0
Single,1,0,PhD,83061,52,75,30,30,24,43,10,1
Married,0,2,Master,75161,20,0,17,90,87,62,0,1
Single,0,0,Graduation,71790,50,138,19,61,23,24,7,0
Together,2,2,Graduation,66784,0,0,38,0,53,80,0,1
Married,0,0,PhD,74995,66,140,17,64,25,13,13,0
Married,0,1,2n Cycle,73922,79,74,15,72,60,31,15,0
Widow,1,0,Graduation,67551,43,64,30,39,22,33,6,0
Married,1,1,Graduation,72469,28,0,33,37,50,50,0,1
Single,0,0,Graduation,63188,65,112,12,59,31,22,14,0
Single,0,0,Graduation,88305,33,196,18,104,29,30,12,1
Married,0,0,2n Cycle,72809,43,149,21,72,30,16,17,1
Single,0,0,Graduation,61661,2,119,14,56,16,17,10,0
Together,2,2,2n Cycle,71863,21,0,41,0,69,78,0,1
Married,0,0,Graduation,59737,61,102,10,51,21,13,10,1
Single,0,0,Graduation,64514,36,138,13,57,21,12,10,0
Married,2,2,Graduation,82516,15,0,44,0,79,100,0,1
Married,1,0,2n Cycle,76832,30,83,29,45,23,35,8,1
Together,1,0,Graduation,58056,68,47,18,21,24,32,10,0
Together,2,1,Graduation,71458,31,0,42,0,48,70,0,1
Married,2,1,Graduation,83204,27,0,53,0,55,78,0,1
Married,2,1,Graduation,59423,22,0,42,0,47,59,0,1
Married,0,2,Graduation,63938,49,0,18,78,60,46,0,0
Married,0,2,Basic,55163,22,0,11,61,44,43,0,1
Single,0,0,2n Cycle,92942,59,214,14,80,37,25,12,1
Single,0,0,Graduation,51780,43,95,8,41,29,12,13,1
Married,2,2,Master,84876,39,0,45,0,89,110,0,1
Single,0,0,Graduation,57704,38,130,9,70,19,16,11,1
Single,1,0,Master,55936,51,47,26,27,13,28,8,0
Married,0,0,Master,90468,49,167,22,96,19,15,15,1
Single,0,0,Master,48837,44,92,11,44,11,17,9,0
Married,0,1,Graduation,94652,56,116,22,91,60,44,5,1
Married,0,1,Graduation,57409,58,64,7,48,40,30,10,0
Widow,0,0,Master,75016,32,146,15,55,15,16,16,1
Married,1,2,Graduation,81577,16,0,36,45,79,76,0,1
Single,0,0,Graduation,74287,38,163,20,71,20,15,21,1
Married,0,0,Graduation,76499,37,169,10,72,26,17,15,0
Together,0,2,PhD,75007,48,0,9,73,92,51,0,1
Widow,0,0,Graduation,54098,49,104,9,54,22,17,9,0
Married,0,2,Graduation,71651,19,0,17,72,79,33,0,1
Single,0,0,Master,57249,31,102,12,61,8,9,5,0
Together,0,0,Graduation,102180,41,219,23,107,42,39,19,1
Single,0,0,PhD,81995,54,167,15,93,31,22,19,1
Married,2,0,Graduation,53662,58,0,31,0,19,43,0,0
Married,0,2,Master,75016,35,0,14,68,81,45,0,0
Single,0,0,Graduation,74369,40,150,7,78,33,17,18,1
Single,0,0,Master,87437,37,199,18,78,32,25,20,1
Single,0,0,Master,65359,32,130,15,64,23,20,5,0
Married,2,1,Master,78220,26,0,50,0,60,80,0,1
Together,0,2,Master,81471,24,0,13,82,68,56,0,1
Single,0,0,2n Cycle,43964,39,91,13,50,8,12,7,1
Together,2,0,PhD,88208,40,0,54,0,35,61,0,1
Single,0,0,Graduation,67285,21,140,14,73,31,23,6,1
Married,0,2,Master,88003,2,0,14,94,98,66,0,1
Single,0,0,Master,69417,28,143,12,70,20,22,15,0
Together,1,2,Graduation,42531,42,0,16,19,40,43,0,0
Married,0,0,Graduation,76416,47,176,11,82,27,20,13,0
Married,1,2,2n Cycle,54859,43,0,18,23,57,60,0,1
Together,0,0,Master,98888,15,178,16,111,37,24,25,1
Married,0,2,Graduation,99317,37,0,16,107,101,69,0,1
Widow,0,0,Graduation,60827,22,111,14,62,17,11,13,1
Married,0,2,PhD,77174,16,0,14,86,73,52,0,1
Together,1,0,PhD,48382,20,58,25,20,13,28,7,0
Married,2,2,Master,91031,3,0,52,0,95,127,0,1
Single,0,0,Master,61403,83,127,13,60,23,12,9,1
Married,0,2,Master,84059,39,0,18,87,100,56,0,1
Single,0,0,Master,61912,16,141,14,66,26,15,5,0
Married,0,0,2n Cycle,43968,22,92,3,51,14,10,5,1
Married,1,1,PhD,93159,31,0,32,57,56,64,0,1
Married,1,0,Master,99331,37,100,40,51,30,53,8,1
Single,0,0,Master,69579,33,140,14,63,22,24,14,1
Single,0,0,PhD,64595,68,147,12,62,26,21,21,1
Married,0,2,Graduation,70777,19,0,9,76,71,43,0,1
Widow,0,0,Graduation,85699,55,154,15,64,24,20,14,0
Single,0,0,PhD,76972,54,166,11,79,21,16,18,1
Married,0,1,Graduation,56521,75,54,8,62,45,33,5,0
Married,2,2,Graduation,103296,56,0,62,0,93,122,0,1
Married,0,1,Graduation,50311,50,47,9,47,29,29,6,0
Single,0,0,Graduation,97119,40,205,20,108,30,31,20,1
Married,2,1,Master,78607,32,0,48,0,49,74,0,1
Single,0,0,Graduation,76458,51,148,19,75,29,19,15,0
Widow,0,0,Graduation,81228,13,168,13,59,32,28,16,1
Single,1,0,Graduation,49834,17,46,11,24,19,25,6,1
Single,0,0,Graduation,82933,56,147,12,76,26,16,14,1
Single,0,0,PhD,89239,61,187,18,94,31,18,20,1
Single,0,0,Basic,48566,67,90,10,42,11,11,11,1
Married,0,2,2n Cycle,78915,28,0,16,93,87,55,0,1
Single,1,0,2n Cycle,55940,44,58,20,26,22,34,8,0
Single,0,0,PhD,46982,38,104,7,48,12,6,3,1
Married,0,2,Master,54340,62,0,8,46,55,39,0,0
Single,0,0,PhD,79668,36,173,10,71,27,17,17,1
Single,0,0,Graduation,58235,32,108,10,53,22,24,11,1
Together,2,1,Graduation,64656,26,0,35,0,31,71,0,0
Married,0,2,Master,74897,26,0,13,77,80,80,0,1
Together,0,2,Graduation,49175,34,0,8,45,50,43,0,1
Together,2,1,Graduation,45260,44,0,38,0,32,40,0,0
Married,0,1,Graduation,60313,40,54,17,50,47,32,7,1
Single,0,0,Graduation,74314,33,148,8,80,31,19,11,1
Married,0,2,Graduation,60743,24,0,25,55,66,58,0,1
Together,0,1,2n Cycle,76632,29,84,14,81,53,30,7,1
Married,1,1,Graduation,57450,5,0,24,26,44,62,0,1
Married,2,1,Graduation,90776,39,0,54,0,58,94,0,1
Single,0,0,Master,62266,53,120,13,56,25,13,17,1
Together,1,1,Graduation,61379,57,0,24,31,36,36,0,0
Married,0,1,Graduation,68509,43,80,17,54,47,28,4,1
Widow,0,0,2n Cycle,81731,19,165,17,78,21,20,13,1
Single,0,0,Graduation,66781,45,117,18,61,24,13,18,1
Single,1,0,Graduation,65087,41,58,23,32,23,37,3,0
Single,0,0,Master,68786,54,124,10,76,19,14,8,0
Married,2,0,Master,71459,59,0,39,0,19,55,0,1
Single,0,0,Graduation,79453,23,169,16,79,20,18,16,1
Single,0,0,2n Cycle,59289,52,126,15,62,17,19,11,1
Widow,0,0,Graduation,86612,38,155,17,91,27,15,17,1
Single,0,0,PhD,83001,80,150,20,100,30,18,21,0
Together,0,1,Master,66676,51,61,18,69,57,38,5,0
Single,0,0,Basic,85930,37,176,28,84,41,32,17,1
Together,0,2,2n Cycle,79452,52,0,17,72,65,52,0,1
Married,1,2,Graduation,64898,24,0,25,30,61,58,0,0
Together,0,2,Graduation,96788,40,0,14,120,105,82,0,1
Together,1,1,Master,86910,25,0,23,40,71,60,0,0
Single,0,0,Graduation,46605,46,92,13,55,13,7,3,0
Single,1,0,Graduation,76229,56,88,22,46,31,39,4,0
Single,0,0,Graduation,69242,37,132,18,83,22,21,9,1
Married,1,1,Graduation,75483,0,0,34,45,50,51,0,1
Together,0,2,Graduation,81221,20,0,19,86,68,68,0,1
Married,1,1,Master,85112,53,0,32,43,53,77,0,0
Married,1,0,Graduation,42852,64,43,21,22,15,20,2,0
Single,0,0,Graduation,42698,34,78,3,42,17,17,5,1
Together,2,2,Master,60166,0,0,30,0,66,82,0,1
Widow,0,0,2n Cycle,102933,32,218,16,119,32,26,21,1
Single,0,0,Graduation,72775,57,160,10,92,22,11,18,1
Married,2,1,Graduation,81116,23,0,44,0,65,73,0,1
Single,0,0,Master,71617,12,171,12,81,20,12,11,1
Married,2,1,Basic,46176,38,0,27,0,24,58,0,1
Married,1,0,Master,58195,54,57,13,25,24,27,8,1
Single,0,0,2n Cycle,72936,66,142,15,65,30,21,15,1
Married,0,2,2n Cycle,92951,0,0,20,109,109,75,0,1
Single,0,0,Master,80163,59,157,17,75,21,23,25,1
Married,0,2,Graduation,65637,36,0,11,69,69,44,0,0
Married,1,2,Master,73865,17,0,32,47,84,75,0,1
Single,0,0,Graduation,73396,17,150,18,72,25,19,13,1
Married,2,0,Graduation,71251,5,0,41,0,26,50,0,0
Married,0,0,Master,77640,30,147,18,78,19,24,15,1
Single,0,0,Graduation,54922,32,119,13,54,25,20,11,1
Single,0,0,Basic,40049,44,77,7,31,11,12,5,1
Married,1,0,Graduation,71195,60,69,25,33,23,29,7,1
Widow,0,0,Graduation,54244,43,119,10,53,18,11,14,1
Single,0,0,Graduation,72289,19,144,15,64,32,16,12,1
Single,0,0,PhD,51992,29,93,7,62,22,13,13,1
Single,0,0,Master,85980,46,195,12,90,17,19,16,1
Married,2,2,PhD,82084,10,0,49,0,89,78,0,1
Single,1,0,PhD,78215,35,78,25,37,27,33,7,1
Single,0,0,Graduation,71370,60,165,14,83,27,16,8,0
Married,1,2,Graduation,68681,37,0,42,35,61,69,0,1
Married,1,0,Graduation,61923,30,57,31,26,16,37,5,1
Single,0,0,Master,74296,27,146,20,75,18,12,12,1
Married,0,1,Graduation,105974,63,94,30,104,91,46,8,1
Married,1,0,Graduation,84817,26,71,32,38,25,45,8,1
Single,0,0,2n Cycle,46631,81,100,15,41,10,9,9,0
Single,0,0,Graduation,57719,68,114,14,49,20,18,13,0
Together,2,0,Graduation,58840,32,0,24,0,22,43,0,1
Single,0,0,Graduation,47525,26,90,9,45,20,12,9,1
Married,2,1,Master,88997,26,0,56,0,61,95,0,1
Together,0,1,2n Cycle,56109,59,61,12,41,45,22,8,1
Single,0,0,PhD,84766,35,165,17,82,31,19,7,1
Single,0,0,Basic,10777,29,23,0,18,2,6,1,0
Married,0,1,PhD,100350,26,87,16,98,72,47,6,1
Together,2,1,Graduation,57119,35,0,36,0,43,54,0,1
Together,1,0,Master,57921,46,62,21,30,18,17,5,1
Married,0,2,Graduation,52934,35,0,13,53,50,36,0,0
Single,0,0,Master,56202,37,124,10,59,14,16,7,1
Married,2,1,Master,73582,25,0,35,0,49,77,0,1
Married,2,1,2n Cycle,81330,19,0,51,0,46,75,0,1
Married,0,2,2n Cycle,61344,35,0,13,43,53,45,0,1
Single,0,0,Graduation,77740,46,155,15,78,29,19,10,1
Single,0,0,Graduation,67382,39,123,18,68,23,15,7,1
Married,2,0,2n Cycle,95289,17,0,69,0,36,64,0,1
Married,0,1,Master,72486,56,69,13,86,53,36,8,1
Single,0,0,Graduation,69205,47,133,12,67,18,16,8,1
Single,1,0,Master,88732,46,103,29,37,28,39,11,1
Together,0,0,Master,82455,30,174,15,65,25,21,15,1
Married,1,0,Master,77445,35,94,28,35,24,29,6,1
Single,0,0,2n Cycle,50686,33,106,11,56,16,15,11,0
Single,0,0,Graduation,33845,67,61,4,34,12,4,8,0
Single,0,0,Graduation,59406,27,138,13,48,16,15,6,0
Together,0,1,Graduation,52163,24,54,8,55,34,24,5,0
Married,1,2,Graduation,64873,29,0,21,26,73,70,0,1
Married,0,0,PhD,90775,23,169,11,86,37,23,17,1
Married,0,0,Master,56583,65,123,6,64,14,17,11,0
Single,0,0,2n Cycle,43107,24,88,11,49,14,10,10,0
Together,2,2,Graduation,71810,19,0,48,0,70,96,0,1
Married,1,1,Graduation,54024,28,0,24,27,31,36,0,0
Single,0,0,PhD,79321,46,177,20,74,31,20,18,1
Single,1,0,PhD,58974,27,48,26,32,16,24,2,1
Married,2,1,Graduation,80894,30,0,49,0,45,80,0,1
Together,0,2,Graduation,75856,19,0,9,76,83,52,0,1
Single,0,0,Graduation,81523,26,181,15,84,30,16,14,0
Together,1,2,Graduation,84677,23,0,43,29,77,81,0,1
Married,0,2,Graduation,77112,30,0,15,83,70,57,0,0
Single,1,0,Master,43574,36,52,19,11,14,21,4,1
Single,1,0,Graduation,63031,32,70,27,29,16,32,10,1
Single,0,0,Master,76868,62,155,18,82,25,14,21,0
Married,0,1,Graduation,74813,42,72,13,83,37,30,7,0
Single,0,0,Master,94941,44,212,17,91,29,11,18,1
Single,0,0,Master,89465,57,143,12,87,34,21,25,1
Married,0,2,Graduation,73393,12,0,14,78,81,49,0,1
Married,0,1,Master,91186,67,87,18,85,52,40,5,1
Single,0,0,Graduation,41004,20,93,10,45,15,8,12,0
Married,1,2,2n Cycle,70837,46,0,37,41,62,79,0,0
Married,0,2,Graduation,54042,9,0,14,70,61,42,0,1
Married,0,1,Graduation,70314,37,63,12,61,45,44,12,0
Together,1,2,2n Cycle,50818,20,0,33,23,50,37,0,0
Single,0,0,Master,60231,66,138,17,55,23,16,15,0
Together,2,2,Graduation,53813,36,0,32,0,45,76,0,0
Married,1,1,2n Cycle,61997,29,0,20,34,33,35,0,0
Married,0,1,Master,71422,45,67,6,80,43,39,10,1
Married,0,2,Master,89499,35,0,19,79,88,56,0,1
Married,0,2,Graduation,69033,43,0,13,74,64,64,0,1
Single,0,0,Graduation,62316,40,115,12,52,20,11,11,0
Married,0,0,Graduation,77366,31,144,20,100,27,9,18,0
Married,0,1,Graduation,77317,4,76,25,92,45,43,5,1
Married,1,2,Master,63966,23,0,32,35,74,66,0,1
Single,0,0,Graduation,59035,46,114,10,62,16,10,12,1
Together,1,1,Graduation,69558,18,0,37,36,54,37,0,1
Married,0,1,PhD,76786,36,71,14,81,47,47,7,1
Single,0,0,Graduation,48092,61,95,12,54,15,11,7,0
Married,0,0,Graduation,55402,45,112,9,63,23,16,11,1
Married,1,2,Master,83030,15,0,32,38,79,86,0,1
Married,1,2,Master,75592,41,0,30,44,73,89,0,0
Married,1,1,Graduation,70729,36,0,32,35,64,49,0,0
Together,1,2,Master,46297,33,0,27,21,41,43,0,0
Single,0,0,Graduation,64063,37,109,22,53,22,13,11,1
Married,0,0,Master,81808,22,145,16,95,38,20,20,1
Together,0,2,PhD,86951,34,0,16,87,85,76,0,0
Together,0,1,Graduation,87632,41,76,23,86,56,42,10,1
Married,2,1,Graduation,61604,18,0,32,0,45,65,0,0
Together,1,2,Graduation,73316,30,0,33,41,67,68,0,0
Single,0,0,Master,75017,56,163,10,63,21,24,12,1
Together,1,0,Master,79829,21,78,39,35,34,42,9,1
Single,0,0,Basic,45343,51,107,4,62,18,7,14,0
Single,0,0,Master,81452,40,164,25,97,27,22,21,0
Single,0,0,Master,59059,58,108,10,71,23,12,16,0
Married,2,2,Master,72954,38,0,54,0,76,92,0,1
Single,0,0,Master,67221,44,128,14,58,31,10,9,1
Single,0,0,Basic,46558,45,84,12,45,20,11,17,0
Single,1,0,Graduation,68604,34,75,24,36,20,35,7,1
Single,0,0,Master,73904,26,133,13,75,17,17,13,1
Married,0,2,PhD,94032,36,0,13,93,98,62,0,1
Married,0,0,Graduation,92826,41,184,20,89,32,20,23,1
Single,0,0,Graduation,59881,32,109,9,52,21,11,14,1
Married,1,1,Master,95843,0,0,31,38,73,66,0,1
Together,1,2,Master,57032,37,0,17,35,43,39,0,0
Married,1,1,Graduation,71075,27,0,30,45,38,50,0,1
Single,0,0,Basic,48994,55,98,7,53,20,14,13,0
Married,0,2,Master,60375,13,0,14,67,56,50,0,1
Single,0,0,Master,70675,44,144,13,67,20,19,9,1
Single,0,0,Master,71736,42,136,6,63,17,23,13,0
Single,0,0,Master,78960,38,153,14,86,23,25,16,1
Together,2,2,Graduation,73231,46,0,45,0,79,99,0,1
Single,0,0,PhD,60837,46,124,8,66,20,12,16,0
Single,0,0,Master,87939,15,174,16,95,23,22,12,1
Single,0,0,Graduation,56063,38,126,13,59,27,12,7,1
Together,2,2,PhD,73927,0,0,44,0,64,90,0,1
Married,2,2,PhD,97353,41,0,60,0,103,125,0,1
Single,0,0,Master,82765,45,158,27,86,20,27,16,1
Married,1,2,Graduation,65918,26,0,35,33,73,60,0,1
Married,1,0,Graduation,72334,16,67,33,37,25,33,10,1
Married,0,2,Graduation,86667,33,0,22,83,102,75,0,1
Single,0,0,Graduation,49040,60,113,11,51,18,15,10,0
Together,2,0,Graduation,24021,46,0,13,0,10,14,0,0
Single,0,0,Graduation,71066,51,157,14,64,28,19,6,1
Married,0,0,Graduation,86725,62,158,18,98,36,19,12,1
Single,0,0,PhD,56085,67,88,11,48,14,14,16,1
Single,0,0,Graduation,62696,45,126,20,70,19,20,10,1
Single,0,0,Graduation,55529,53,109,14,62,13,13,10,0
Married,0,0,Graduation,74929,68,139,18,66,24,6,10,0
Single,0,0,2n Cycle,26973,32,43,7,27,9,5,8,0
Married,1,2,Master,60990,36,0,26,34,59,62,0,0
Single,0,0,Graduation,69730,27,143,18,72,27,15,15,1
Married,0,0,Graduation,71001,37,154,13,67,31,19,23,1
Together,1,2,Graduation,88567,46,0,44,47,89,99,0,1
Married,0,1,Graduation,81828,24,102,22,73,66,52,3,1
Married,0,0,Graduation,58554,60,124,15,52,14,9,15,0
Married,1,1,Graduation,83791,22,0,38,40,56,66,0,1
Single,0,0,Graduation,88626,57,156,16,83,34,16,28,1
Together,0,2,Graduation,64915,55,0,9,61,62,46,0,1
Single,0,0,Master,76042,28,161,16,72,26,28,18,1
Married,2,1,Graduation,85380,36,0,41,0,60,93,0,1
Married,1,1,Graduation,70497,49,0,36,34,47,60,0,0
Single,0,0,2n Cycle,26272,40,60,3,28,8,2,6,0
Single,0,0,Master,78338,50,144,19,78,25,22,20,1
Married,1,0,Graduation,84996,18,91,33,52,25,33,10,1
Together,2,0,2n Cycle,82947,64,0,62,0,28,71,0,1
Together,0,0,Master,56496,33,101,5,72,19,10,17,0
Married,0,0,Graduation,57189,39,129,14,50,22,17,9,1
Married,0,1,Graduation,62663,36,63,14,67,46,29,6,1
Together,0,1,Graduation,63481,39,69,12,72,42,25,7,0
Single,0,0,PhD,88075,47,210,15,95,32,27,22,1
Single,0,0,Graduation,46183,51,94,13,47,15,11,11,1
Married,1,1,Graduation,87238,14,0,31,36,66,53,0,1
Together,2,1,PhD,96482,6,0,54,0,71,97,0,1
Together,0,2,Graduation,79910,57,0,17,79,84,67,0,1
Married,2,2,Graduation,68345,40,0,41,0,69,86,0,1
Single,0,0,Graduation,29474,27,63,7,28,14,5,10,0
Married,0,0,2n Cycle,92019,46,166,15,88,25,28,14,1
Single,0,0,Graduation,54106,56,113,14,52,19,18,10,1
Single,1,0,PhD,90764,66,86,51,39,29,41,12,1
Married,1,2,Graduation,74825,20,0,26,37,81,62,0,1
Single,0,0,Graduation,79931,57,158,9,72,25,17,8,0
Together,0,2,Graduation,65230,44,0,14,70,69,39,0,1
Married,1,2,Graduation,74031,17,0,38,35,76,70,0,1
Married,1,1,Graduation,75698,27,0,35,40,45,42,0,1
Single,0,0,Graduation,69263,31,138,19,80,20,22,12,1
Single,1,0,Graduation,44470,45,55,23,23,16,28,3,0
Single,0,0,Graduation,91134,17,192,17,85,31,19,20,1
Widow,0,0,Master,83939,38,139,10,84,22,20,19,0
Together,0,1,Graduation,74626,32,79,12,73,47,46,5,0
Married,0,2,Graduation,95737,0,0,19,92,100,68,0,1
Single,0,0,Graduation,62882,48,104,8,50,22,16,11,1
Together,0,2,Graduation,51059,45,0,10,65,46,33,0,1
Single,0,0,Graduation,47582,23,90,8,53,22,12,10,0
Single,0,0,Master,63253,43,127,13,62,28,19,13,0
Married,0,2,Graduation,78000,11,0,25,89,88,52,0,1
Together,0,0,Graduation,72568,44,131,10,54,29,21,18,0
Single,0,0,PhD,96947,57,185,15,87,33,28,15,1
Single,0,0,2n Cycle,34950,38,69,7,30,15,6,5,0
Together,0,2,Master,76325,27,0,14,82,66,56,0,1
Single,0,0,Master,79235,73,133,9,82,36,24,17,1
Single,1,0,Master,78672,25,82,23,45,23,45,10,0
Married,1,1,PhD,53747,20,0,20,24,31,38,0,0
Together,0,1,Master,67420,38,80,17,75,42,33,9,1
Married,1,1,Graduation,85205,67,0,35,39,55,66,0,1
Widow,0,0,Graduation,65813,47,143,11,68,30,17,5,0
Married,0,0,Graduation,55205,34,105,9,52,20,13,7,0
Single,0,0,Basic,58458,53,108,10,50,24,16,12,1
Widow,0,0,PhD,99487,51,200,17,94,20,22,24,1
Married,1,2,2n Cycle,71457,36,0,35,31,58,62,0,1
Single,0,0,Master,60305,55,107,16,61,26,16,9,1
Married,2,1,Master,60280,43,0,29,0,37,69,0,1
Single,0,0,Master,84241,39,170,21,84,28,26,13,1
Single,0,0,Graduation,113060,36,238,16,127,30,31,22,1
Single,0,0,Master,45696,58,98,10,54,12,15,8,0
Married,2,1,Graduation,88303,0,0,53,0,51,92,0,1
Together,0,2,Master,70431,0,0,14,55,56,52,0,1
Married,1,0,Graduation,77757,28,68,29,35,18,26,6,1
Widow,0,0,PhD,94104,35,184,13,86,36,15,8,1
Single,1,0,Graduation,95928,45,89,31,38,26,38,12,1
Single,0,0,Graduation,50969,37,99,7,50,19,6,7,1
Single,0,0,Graduation,53978,62,117,16,58,20,7,10,0
Single,0,0,Master,71142,45,173,10,74,20,20,16,1
Single,0,0,Master,78511,30,138,11,80,27,21,18,0
Married,0,2,Graduation,93023,49,0,20,95,96,70,0,1
Together,0,0,2n Cycle,68374,47,142,19,70,26,19,14,0
Widow,1,0,Graduation,81382,17,68,26,49,33,40,11,1
Single,0,0,Graduation,56373,55,117,14,57,18,12,11,1
Together,1,0,Graduation,73686,49,75,26,28,26,36,7,1
Single,0,0,Graduation,52296,25,99,12,62,24,13,10,1
Single,0,0,Master,73031,44,160,8,69,25,19,10,1
Together,1,0,Graduation,62730,47,68,24,34,17,34,7,1
Married,2,2,PhD,75261,0,0,35,0,68,87,0,1
Single,0,0,Graduation,86380,57,172,22,89,21,22,13,1
Married,0,2,Graduation,58305,23,0,16,55,55,27,0,1
Single,1,0,Graduation,57090,26,55,20,23,18,31,4,1
Married,2,0,Graduation,49226,30,0,24,0,14,32,0,1
Married,0,2,Graduation,70480,43,0,16,63,76,46,0,1
Widow,0,0,Graduation,84503,56,162,10,110,25,19,22,1
Single,0,0,Graduation,49399,70,103,8,60,18,11,8,1
Single,0,0,Graduation,35714,33,82,4,33,9,9,8,1
Married,1,0,Graduation,67374,43,59,36,28,22,40,5,1
Married,2,0,Graduation,70649,43,0,41,0,28,69,0,1
Single,0,0,Graduation,59472,51,130,21,61,25,17,12,0
Married,1,1,Graduation,96778,15,0,37,51,67,57,0,1
Together,1,2,2n Cycle,66023,32,0,31,37,70,68,0,1
